,Global Rank,Institution,Country,Sector
2165,639,"University of Alabama, Huntsville",USA,Universities
2166,639,Dumlupinar University,TUR,Universities
2167,640,Guilin University of Technology,CHN,Universities
2168,640,Nanyang Normal University,CHN,Universities
2169,640,Wroclaw University of Science and Technology,POL,Universities
2170,640,Universidade do Vale do Rio dos Sinos,BRA,Universities
2171,640,"Montpellier SupAgro, Centre International d'Etudes Superieures en Sciences Agronomiques *",FRA,Universities
2172,640,University of Manitoba,CAN,Universities
2173,640,Igdir University,TUR,Universities
2174,640,Universidad Nacional de Quilmes,ARG,Universities
2175,640,Akita University *,JPN,Universities
2176,640,University of Tulsa,USA,Universities
2177,640,Izmir Institute of Technology,TUR,Universities
2178,641,Consejo Nacional de Ciencia y Tecnologia *,MEX,Government
2179,641,Institut des Sciences Analytiques et de Physico-Chimie pour l'Environnement et les Materiaux,FRA,Government
2180,641,Gdynia Maritime University,POL,Universities
2181,641,Istituto Nazionale di Fisica Nucleare,ITA,Government
2182,641,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,ITA,Health
2183,641,Ospedale Pediatrico Bambino Gesu,VAT,Health
2184,641,Technische Universitat Hamburg-Harburg,DEU,Universities
2185,642,"Southern Illinois University, Carbondale *",USA,Universities
2186,642,Universite de Lyon,FRA,Universities
2187,642,Oakland University,USA,Universities
2188,642,Universita della Svizzera Italiana,CHE,Universities
2189,642,Max Planck Institut fur Chemische Physik Fester Stoffe,DEU,Government
2190,642,Universidade Nova de Lisboa,PRT,Universities
2191,642,Beihua University *,CHN,Universities
2192,642,Dublin City University,IRL,Universities
2193,643,Universite d'Artois *,FRA,Universities
2194,643,Babasaheb Bhimrao Ambedkar University,IND,Universities
2195,643,National Institute of Chemical Physics and Biophysics,EST,Non-Profit
2196,643,National Cerebral and Cardiovascular Center,JPN,Health
2197,643,Central Research Institute of Electrical Power Industry,JPN,Non-Profit
2198,643,Isfahan University of Technology,IRN,Universities
2199,643,"Instituto Federal de Educacao, Ciencia e Tecnologia do Rio de Janeiro",BRA,Universities
2200,643,"Shenyang Institute of Applied Ecology, Chinese Academy of Sciences",CHN,Government
2201,643,"New York University, Abu Dhabi",ARE,Universities
2202,643,Dalian Minzu University,CHN,Universities
2203,643,National Kaohsiung University of Science and Technology,TWN,Universities
2204,643,Hazara University,PAK,Universities
2205,643,Tabriz University of Medical Sciences,IRN,Universities
2206,644,University of Memphis,USA,Universities
2207,644,"Agence Nationale de la Securite Sanitaire de l'Alimentation, de l'Environnement et du Travail *",FRA,Health
2208,644,"University of Arkansas, Fayetteville",USA,Universities
2209,644,Universidad Nacional de Educacion a Distancia *,ESP,Universities
2210,644,Instituto de Ciencia de Materiales de Sevilla,ESP,Government
2211,644,Institut Hospital del Mar dвЂ™Investigacions Mediques,ESP,Health
2212,644,University of Ioannina,GRC,Universities
2213,644,Fujian University of Technology,CHN,Universities
2214,644,Agricultural Research Organization,ISR,Government
2215,645,Gdansk University of Technology,POL,Universities
2216,645,Center for High Pressure Science and Technology Advanced Research,CHN,Government
2217,645,University of Nottingham China Campus,CHN,Universities
2218,645,Central University of Punjab,IND,Universities
2219,645,University of Kashan,IRN,Universities
2220,645,Universita degli Studi di Camerino,ITA,Universities
2221,645,"Institute of Physics, Academia Sinica",TWN,Government
2222,645,Koc University,TUR,Universities
2223,645,Anhui Normal University,CHN,Universities
2224,645,Universitat Bremen,DEU,Universities
2225,645,Oita University *,JPN,Universities
2226,646,University of Cape Town,ZAF,Universities
2227,646,Indian Institute of Chemical Biology,IND,Government
2228,646,Rochester Institute of Technology *,USA,Universities
2229,646,Korea Maritime University,KOR,Universities
2230,646,Guangxi Medical University *,CHN,Universities
2231,646,Sheffield Hallam University,GBR,Universities
2232,646,University of Belgrade,SRB,Universities
2233,646,Zhejiang University of Science and Technology,CHN,Universities
2234,646,Brock University,CAN,Universities
2235,646,Office National d'Etudes et de Recherches Aerospatiales Chatillon *,FRA,Government
2236,646,Amirkabir University of Technology,IRN,Universities
2237,646,Universita degli Studi di Messina,ITA,Universities
2238,646,Council for Scientific and Industrial Research,ZAF,Government
2239,647,Max Planck Institut fur Chemische Okologie,DEU,Government
2240,647,Universidade de Coimbra *,PRT,Universities
2241,647,Wuhan Institute of Physics and Mathematics Chinese Academy of Sciences,CHN,Government
2242,647,"China University of Petroleum, Beijing",CHN,Universities
2243,647,San Diego State University,USA,Universities
2244,647,University of Arid Agriculture,PAK,Universities
2245,647,Lviv National Medical University Danylo Halycky,UKR,Universities
2246,647,Hubei University of Chinese Medicine,CHN,Universities
2247,647,University of Thessaly,GRC,Universities
2248,647,"University of Malaysia, Pahang",MYS,Universities
2249,648,Sahand University of Technology,IRN,Universities
2250,648,Benha University *,EGY,Universities
2251,648,Chosun University *,KOR,Universities
2252,648,East Carolina University,USA,Universities
2253,648,Kaunas University of Technology ,LTU,Universities
2254,648,Universidad Nacional del Sur *,ARG,Universities
2255,649,National Chiao Tung University,TWN,Universities
2256,649,China-Japan Union Hospital of Jilin University,CHN,Health
2257,649,Ataturk University,TUR,Universities
2258,649,Institute of Chemical Engineering and High Temperature Chemical Processes,GRC,Government
2259,649,Centro Nacional de Pesquisa em Energia e Materiais *,BRA,Non-Profit
2260,649,Hubei University of Technology,CHN,Universities
2261,649,Lanzhou University of Technology,CHN,Universities
2262,649,Universidade Federal de Sao Carlos,BRA,Universities
2263,650,Ecole Polytechnique de Montreal,CAN,Universities
2264,650,"Indian Institute of Technology, Delhi",IND,Universities
2265,650,USF Health,USA,Universities
2266,650,National Taiwan Ocean University,TWN,Universities
2267,650,Gobierno del Principado de Asturias *,ESP,Government
2268,650,"University of Maine, Orono",USA,Universities
2269,650,Chung Yuan Christian University,TWN,Universities
2270,650,Hiroshima University *,JPN,Universities
2271,650,Henan University of Science and Technology *,CHN,Universities
2272,651,Kwansei Gakuin University,JPN,Universities
2273,651,Istituto di Chimica Biomolecolare,ITA,Government
2274,651,China Geological Survey *,CHN,Government
2275,651,Universita degli Studi della Tuscia,ITA,Universities
2276,651,Bingol University,TUR,Universities
2277,651,New Mexico Institute of Mining and Technology *,USA,Universities
2278,651,Gansu Agricultural University,CHN,Universities
2279,652,Chongqing University of Post and Telecommunications,CHN,Universities
2280,652,University of Essex,GBR,Universities
2281,652,Marquette University,USA,Universities
2282,653,Institute for Space Sciences,ROU,Government
2283,653,Rzeszow University of Technology,POL,Universities
2284,653,Jiangxi Science and Technology Normal University,CHN,Universities
2285,653,Korea University Medical Center,KOR,Health
2286,653,Jagannath University,BGD,Universities
2287,653,Chang'an University ,CHN,Universities
2288,653,Poznan University of Technology,POL,Universities
2289,653,University General Hospital,CZE,Health
2290,654,Huaihua University,CHN,Universities
2291,654,"Birkbeck, University of London",GBR,Universities
2292,654,Universite de Bourgogne *,FRA,Universities
2293,654,First Hospital of Jilin University,CHN,Health
2294,654,Tun Hussein Onn University of Malaysia,MYS,Universities
2295,654,Vilnius Gediminas Technical University,LTU,Universities
2296,655,Fundacao Oswaldo Cruz *,BRA,Health
2297,655,VetAgro Sup *,FRA,Universities
2298,655,East China Institute of Technology,CHN,Universities
2299,655,Ecole Nationale Superieure des Mines de Paris,FRA,Universities
2300,655,University of Zagreb,HRV,Universities
2301,655,Instituto Nacional de Tecnica Aeroespacial Esteban Terradas *,ESP,Government
2302,655,Wuhan Polytechnic University,CHN,Universities
2303,656,"Indian Institute of Technology, Indore",IND,Universities
2304,656,Chungbuk National University,KOR,Universities
2305,656,Istituto dei Sistemi Complessi,ITA,Government
2306,656,Bergische Universitat Wuppertal,DEU,Universities
2307,656,Quanzhou Normal University,CHN,Universities
2308,656,Tecnalia Research & Innovation,ESP,Non-Profit
2309,656,Inje University *,KOR,Universities
2310,656,Slovak University of Agriculture in Nitra,SVK,Universities
2311,657,Japan Synchrotron Radiation Research Institute,JPN,Government
2312,657,Slovenian Academy of Sciences and Arts *,SVN,Government
2313,657,Institut Lumiere Matiere,FRA,Government
2314,657,Universidad San Sebastian,CHL,Universities
2315,657,Universita degli Studi di Brescia,ITA,Universities
2316,657,Shahid Rajaee Teacher Training University,IRN,Universities
2317,657,Syracuse University,USA,Universities
2318,658,University of Kuala Lumpur,MYS,Universities
2319,658,Institute of Electrical Engineering Chinese Academy of Sciences,CHN,Government
2320,658,Shahid Beheshti University of Medical Sciences and Health Services *,IRN,Universities
2321,658,National Nanotechnology Center,THA,Government
2322,658,Warsaw University of Life Sciences,POL,Universities
2323,658,Indian Institute of Technology Mandi,IND,Universities
2324,658,Second Hospital of Xi'an Jiaotong University,CHN,Health
2325,658,Tottori University *,JPN,Universities
2326,658,Silpakorn University,THA,Universities
2327,659,Medical University of Silesia,POL,Universities
2328,659,University of Stavanger,NOR,Universities
2329,659,Universidad Nacional de Rosario *,ARG,Universities
2330,659,Shenyang Institute of Automation Chinese Academy of Sciences,CHN,Government
2331,659,University of North Texas,USA,Universities
2332,659,Universidad de Extremadura *,ESP,Universities
2333,659,Zhongkai University of Agriculture and Engineering,CHN,Universities
2334,659,Medical University of Lodz,POL,Universities
2335,659,Universite Savoie Mont Blanc *,FRA,Universities
2336,659,Binzhou Medical University *,CHN,Universities
2337,660,University of Canterbury,NZL,Universities
2338,660,Chinese Academy of Fishery Sciences,CHN,Government
2339,660,Universite de Reims Champagne-Ardenne *,FRA,Universities
2340,660,Jiamusi University *,CHN,Universities
2341,660,University of Dar es Salaam,TZA,Universities
2342,660,University of the Western Cape,ZAF,Universities
2343,660,Baylor University,USA,Universities
2344,660,Linyi University,CHN,Universities
2345,660,Duquesne University,USA,Universities
2346,660,Petronas University of Technology,MYS,Universities
2347,660,Chongqing University of Arts and Sciences,CHN,Universities
2348,660,National Science and Technology Development Agency *,THA,Government
2349,660,Taipei Medical University Hospital,TWN,Health
2350,660,Universidad Autonoma de Queretaro,MEX,Universities
2351,660,Universite de Pau et des Pays de l'Adour *,FRA,Universities
2352,661,Nagoya City University *,JPN,Universities
2353,661,Universiti Brunei Darussalam,BRN,Universities
2354,661,Jining University,CHN,Universities
2355,661,NASA Langley Research Center,USA,Government
2356,661,Institute of Bioorganic Chemistry Polish Academy of Sciences,POL,Government
2357,661,Centro de Fisica Miguel Antonio Catalan,ESP,Government
2358,661,Le Quy Don Technical University,VNM,Universities
2359,662,Shibaura Institute of Technology,JPN,Universities
2360,662,"Shell, USA",USA,Companies
2361,662,North Carolina Central University,USA,Universities
2362,662,Universita degli Studi dell'Insubria,ITA,Universities
2363,662,Universite de Neuchatel,CHE,Universities
2364,662,Jozef Stefan Institute,SVN,Government
2365,662,National Institute of Technology Hamirpur,IND,Universities
2366,662,Wroclaw University of Environmental and Life Sciences,POL,Universities
2367,662,National Fusion Research Institute,KOR,Government
2368,662,"University of Massachusetts, Lowell",USA,Universities
2369,662,Northern Illinois University,USA,Universities
2370,662,Centro de Investigacion y Asistencia en Tecnologia y Diseno del Estado de Jalisco,MEX,Government
2371,663,Universidad de Jaen *,ESP,Universities
2372,663,Shangqiu Normal University,CHN,Universities
2373,663,Chengdu University of Traditional Chinese Medicine,CHN,Universities
2374,663,George Mason University,USA,Universities
2375,663,University of Zilina,SVK,Universities
2376,664,Tubitak Scientific and Technical Research Council of Turkey *,TUR,Government
2377,664,The Open University,GBR,Universities
2378,664,Gonabad University of Medical Sciences,IRN,Universities
2379,664,Norwegian University of Life Sciences,NOR,Universities
2380,664,Universita degli Studi di Foggia,ITA,Universities
2381,664,University of Denver,USA,Universities
2382,664,Jimei University,CHN,Universities
2383,665,Kirklareli University,TUR,Universities
2384,665,Mahidol University *,THA,Universities
2385,665,University of Brighton *,GBR,Universities
2386,665,Aoyama Gakuin University,JPN,Universities
2387,665,National Institute of Technology Karnataka,IND,Universities
2388,665,Centro Cientifico Tecnologico Rosario,ARG,Government
2389,666,Victoria University of Wellington,NZL,Universities
2390,666,Eotvos Lorand University,HUN,Universities
2391,666,Nirma University,IND,Universities
2392,666,Centro de Fisica de Materiales,ESP,Government
2393,666,Istituto per lo Studio dei Materiali Nanostrutturati,ITA,Government
2394,666,Aligarh Muslim University,IND,Universities
2395,666,Doctor Harisingh Gour University,IND,Universities
2396,666,Madurai Kamaraj University,IND,Universities
2397,667,Huanggang Normal University,CHN,Universities
2398,667,Guru Gobind Singh Indraprastha University,IND,Universities
2399,667,North-West University,ZAF,Universities
2400,667,University of Szeged,HUN,Universities
2401,668,Institut Catala de Recerca de l'Aigua,ESP,Government
2402,668,GSI Helmholtzzentrum fur Schwerionenforschung GmbH,DEU,Government
2403,668,Chongqing Three Gorges University,CHN,Universities
2404,668,Laboratoire Leon Brillouin,FRA,Government
2405,668,Lishui University,CHN,Universities
2406,669,Novosibirsk State University,RUS,Universities
2407,669,Kuvempu University,IND,Universities
2408,669,Academic Center for Education Culture and Research *,IRN,Non-Profit
2409,669,Shahrood University of Technology,IRN,Universities
2410,669,Pomeranian Medical University,POL,Universities
2411,669,British University in Egypt,EGY,Universities
2412,669,Anhui University of Science and Technology,CHN,Universities
2413,669,Henan Polytechnic University,CHN,Universities
2414,670,"Institut Jean Lamour - Materiaux, Metallurgie, Nanosciences, Plasmas, Surfaces",FRA,Government
2415,670,Xi'an University of Science and Technology,CHN,Universities
2416,670,Gadjah Mada University,IDN,Universities
2417,670,Universidad San Pablo CEU ,ESP,Universities
2418,671,Istituto di Biologia e Patologia Molecolari,ITA,Government
2419,672,Jiangxi University of Science and Technology,CHN,Universities
2420,672,Stellenbosch University,ZAF,Universities
2421,672,Poznan University of Medical Sciences,POL,Universities
2422,672,Nicolaus Copernicus University,POL,Universities
2423,672,National Institute of Technology Calicut,IND,Universities
2424,672,Universite Clermont-Auvergne,FRA,Universities
2425,672,Sunchon National University,KOR,Universities
2426,672,Second Affiliated Hospital of China Medical University-Sheng Jing Hospital,CHN,Health
2427,672,University of Nevada-Las Vegas,USA,Universities
2428,673,Ludong University,CHN,Universities
2429,673,"Norwegian Institute of Food, Fisheries and Aquaculture Research",NOR,Government
2430,673,University of KwaZulu-Natal *,ZAF,Universities
2431,673,Tokyo Denki University,JPN,Universities
2432,673,Thiruvalluvar University,IND,Universities
2433,673,Universitatsklinikum Schleswig-Holstein,DEU,Health
2434,674,Universidad Industrial de Santander,COL,Universities
2435,674,Southern Cross University,AUS,Universities
2436,674,Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences,POL,Government
2437,674,Nagoya Institute of Technology,JPN,Universities
2438,674,Instituto de Investigaciones Marinas ,ESP,Government
2439,674,Korea Institute for Advanced Study,KOR,Government
2440,674,Bartin University,TUR,Universities
2441,675,York University,CAN,Universities
2442,675,Universite de Franche-Comte *,FRA,Universities
2443,675,University of Phayao,THA,Universities
2444,675,"Institut Jean Barriol, Chimie et Physique Moleculaires et Biomoleculaires",FRA,Government
2445,675,Universite de Technologie de Compiegne *,FRA,Universities
2446,675,American University of Sharjah,ARE,Universities
2447,675,Murdoch University,AUS,Universities
2448,675,Petroleum University of Technology,IRN,Universities
2449,675,"Indian Institute of Technology, Hyderabad",IND,Universities
2450,675,Universidade Feevale,BRA,Universities
2451,675,Sri Ramaswamy Memorial University,IND,Universities
2452,675,Interfaces Traitements Organisation et Dynamique des Systemes,FRA,Government
2453,675,Instituto de Ceramica y Vidrio ,ESP,Government
2454,675,Kwame Nkrumah University of Science and Technology,GHA,Universities
2455,676,National Institute of Science Education and Research,IND,Government
2456,676,Hebei University of Science and Technology,CHN,Universities
2457,676,Indian Institute of Technology,IND,Universities
2458,676,Russian Academy of Medical Sciences,RUS,Health
2459,676,Massey University,NZL,Universities
2460,676,"Ukrainian State Chemical Technology University, Dnipropetrovsk",UKR,Universities
2461,676,The Affiliated Hospital of Nanjing University of Chinese Medicine,CHN,Health
2462,676,"Indian Institute of Science Education and Research, Kolkata",IND,Government
2463,676,Tyumen Industrial University,RUS,Universities
2464,676,Universita Campus Bio-Medico di Roma,ITA,Universities
2465,676,Conditions Extremes et Materiaux: Haute Temperature et Irradiation,FRA,Government
2466,676,Hebei Medical University *,CHN,Universities
2467,677,Universidad de Chile *,CHL,Universities
2468,677,National Astronomical Observatories Chinese Academy of Science,CHN,Government
2469,677,Shenzhen Polytechnic,CHN,Universities
2470,677,Bogazici University,TUR,Universities
2471,677,Warsaw University of Technology,POL,Universities
2472,677,"University of Kurdistan, Sanandaj",IRN,Universities
2473,677,"Instituto Federal de Educacao, Ciencia e Tecnologia Espirito Santo",BRA,Universities
2474,677,Kongju National University,KOR,Universities
2475,677,Wright State University,USA,Universities
2476,677,Universidad de Buenos Aires *,ARG,Universities
2477,677,Physikalisch-Technische Bundesanstalt,DEU,Government
2478,678,Universidade Federal do Rio Grande do Sul,BRA,Universities
2479,678,Jadavpur University,IND,Universities
2480,678,Poznan University of Economics and Business ,POL,Universities
2481,678,"University of Louisiana, Lafayette",USA,Universities
2482,678,Franche-Comte Electronique Mecanique Thermique et Optique - Sciences et Technologies,FRA,Government
2483,678,Inner Mongolia University,CHN,Universities
2484,678,"AgroSup Dijon, Institut National Superieur des Sciences Agronomiques, de l'Alimentation et de l'Environnement *",FRA,Universities
2485,679,Universidad Pontificia Bolivariana *,COL,Universities
2486,679,University of Toyama *,JPN,Universities
2487,679,Marmara Research Center,TUR,Government
2488,680,Universidade Federal de Pelotas,BRA,Universities
2489,680,State University - Higher School of Economics,RUS,Universities
2490,680,Bohai University,CHN,Universities
2491,680,Coventry University,GBR,Universities
2492,680,Josip Juraj Strossmayer University of Osijek,HRV,Universities
2493,680,Graduate University for Advanced Studies,JPN,Universities
2494,680,Mokpo National University,KOR,Universities
2495,680,University of Defence,CZE,Universities
2496,680,University of Patras,GRC,Universities
2497,680,Hebei University *,CHN,Universities
2498,681,Adam Mickiewicz University,POL,Universities
2499,681,Poznan University of Life Sciences,POL,Universities
2500,681,Jiangxi Agricultural University,CHN,Universities
2501,681,"Universidad de Puerto Rico, Rio Piedras",PRI,Universities
2502,681,Shinshu University *,JPN,Universities
2503,681,Centro de Investigacion en Alimentacion y Desarrollo,MEX,Government
2504,681,Abdullah Gul University,TUR,Universities
2505,681,Kunming University,CHN,Universities
2506,682,Southwest Minzu University,CHN,Universities
2507,682,"University of Minnesota, Duluth",USA,Universities
2508,682,Yamagata University *,JPN,Universities
2509,682,Ningde Normal University,CHN,Companies
2510,682,"California State Polytechnic University, Pomona",USA,Universities
2511,682,Seoul National University of Science & Technology,KOR,Universities
2512,682,National Institute of Environmental Research,KOR,Government
2513,682,Ecole Militaire Polytechnique,DZA,Universities
2514,682,Mendel University in Brno,CZE,Universities
2515,682,Institute of Physical Chemistry Polish Academy of Sciences,POL,Government
2516,682,Kafr El-Sheikh University,EGY,Universities
2517,682,University of Sharjah,ARE,Universities
2518,682,J. Heyrovsky Institute of Physical Chemistry of the ASCR,CZE,Government
2519,683,Maria Sklodowska-Curie Memorial Institute of Oncology,POL,Health
2520,683,National Institute of Genetic Engineering and Biotechnology,IRN,Government
2521,683,Indian Council of Agricultural Research *,IND,Government
2522,683,Yokohama National University,JPN,Universities
2523,683,Bauman Moscow State Technical University,RUS,Universities
2524,683,Carleton University,CAN,Universities
2525,684,Kogakuin University,JPN,Universities
2526,684,Hunan University of Science and Technology,CHN,Universities
2527,684,Universita degli Studi Roma Tre,ITA,Universities
2528,684,Ecole Nationale Superieur de Mecaniques et des MicroTechniques *,FRA,Universities
2529,684,Nanjing University of Information Science and Technology,CHN,Universities
2530,684,Slovak Academy of Sciences *,SVK,Government
2531,685,Institute of Biophysics of the ASCR,CZE,Government
2532,685,Nencki Institute of Experimental Biology Polish Academy of Sciences,POL,Government
2533,685,Pontificia Universidade Catolica do Rio Grande do Sul,BRA,Universities
2534,685,Universidad Europea de Madrid,ESP,Universities
2535,685,Universidad de Colima,MEX,Universities
2536,686,Konyang University *,KOR,Universities
2537,686,Universite Jean Monnet *,FRA,Universities
2538,686,Sultan Qaboos University *,OMN,Universities
2539,686,State Key Laboratory of Millimeter Waves,HKG,Government
2540,686,University of Lodz,POL,Universities
2541,686,The American University in Cairo,EGY,Universities
2542,686,Japan Fine Ceramics Center,JPN,Government
2543,686,Universite de Limoges *,FRA,Universities
2544,686,Sincrotrone Trieste,ITA,Companies
2545,687,National Central University,TWN,Universities
2546,687,"Asia University, Taiwan",TWN,Universities
2547,687,"National Institute of Technology, Tiruchirappalli",IND,Universities
2548,687,"Tata Group, India",IND,Companies
2549,687,Panjab University,IND,Universities
2550,687,Kangwon National University *,KOR,Universities
2551,688,Institute for Molecular Science,JPN,Government
2552,688,United Arab Emirates University,ARE,Universities
2553,688,University of Kerala,IND,Universities
2554,688,Universita degli Studi del Sannio,ITA,Universities
2555,688,University of Arkansas at Little Rock,USA,Universities
2556,688,Istituto Superiore di Sanita,ITA,Health
2557,688,University of South China,CHN,Universities
2558,688,Feng Chia University,TWN,Universities
2559,688,Federal Research Centre Fundamentals of Biotechnology Russian Academy of Sciences,RUS,Government
2560,688,James Cook University *,AUS,Universities
2561,688,Lublin University of Technology,POL,Universities
2562,688,Universite du Littoral Cote d'Opale *,FRA,Universities
2563,689,Centre of Molecular and Macromolecular Studies Polish Academy of Sciences,POL,Government
2564,689,Centro de Astrobiologia,ESP,Government
2565,689,Universitat Augsburg,DEU,Universities
2566,689,Universidade Federal de Santa Catarina,BRA,Universities
2567,689,Institute of Cytology Russian Academy of Sciences,RUS,Government
2568,689,Institute of Applied Physics Russian Academy of Sciences,RUS,Government
2569,689,Hunan University of Technology,CHN,Universities
2570,689,VIT University,IND,Universities
2571,689,Istanbul Medeniyet University,TUR,Universities
2572,689,Niigata University *,JPN,Universities
2573,690,Saint Petersburg State University,RUS,Universities
2574,690,Xi'an University of Technology,CHN,Universities
2575,690,Nanchang Hangkong University,CHN,Universities
2576,690,Universite de Technologie de Belfort-Montbeliard *,FRA,Universities
2577,690,Universite de Toulon *,FRA,Universities
2578,690,Kagoshima University *,JPN,Universities
2579,690,Imam Abdulrahman Bin Faisal University *,SAU,Universities
2580,690,Tokushima Bunri University,JPN,Universities
2581,690,Istituto di Struttura della Materia,ITA,Government
2582,691,Nguyen Tat Thanh University,VNM,Universities
2583,691,Zewail City of Science and Technology,EGY,Universities
2584,691,Xihua University,CHN,Universities
2585,692,Chiba University *,JPN,Universities
2586,692,Kyoto Pharmaceutical University,JPN,Universities
2587,692,Ivane Javakhishvili Tbilisi State University,GEO,Universities
2588,692,Centro Nacional de Investigaciones Metalurgicas,ESP,Government
2589,692,"Indian Institute of Technology, Roorkee",IND,Universities
2590,692,Shahid Beheshti University,IRN,Universities
2591,692,China Automotive Technology and Research Center,CHN,Government
2592,692,Huaiyin Teachers University,CHN,Universities
2593,693,Tianjin Chengjian University,CHN,Universities
2594,693,Fraunhofer Institut fur Keramische Technologien und Systeme,DEU,Government
2595,693,Jawaharlal Nehru University,IND,Universities
2596,693,Universitat Bielefeld,DEU,Universities
2597,693,Abdus Salam International Centre for Theoretical Physics,ITA,Government
2598,693,University of Malaysia Sabah,MYS,Universities
2599,694,Pontificia Universidad Catolica de Valparaiso *,CHL,Universities
2600,694,University of Delhi *,IND,Universities
2601,694,Ritsumeikan University,JPN,Universities
2602,694,Ministry of Public Security,CHN,Government
2603,694,Ministry of Transport,CHN,Government
2604,695,Xi'an Jiaotong-Liverpool University,CHN,Universities
2605,695,Semnan University,IRN,Universities
2606,695,Ubon Ratchathani University,THA,Universities
2607,695,Third Hospital Affiliated to Central South University,CHN,Health
2608,695,Institut de Recherches sur la Catalyse et l'Environnement de Lyon,FRA,Government
2609,695,Materials Physics Center,ESP,Non-Profit
2610,695,Yulin Normal University,CHN,Universities
2611,695,University of Pannonia,HUN,Universities
2612,695,The University of Salford,GBR,Universities
2613,695,Rhodes University,ZAF,Universities
2614,695,Malaviya National Institute of Technology,IND,Universities
2615,695,Anadolu University,TUR,Universities
2616,695,Mid Sweden University,SWE,Universities
2617,696,Iwate University,JPN,Universities
2618,696,Laboratoire Interdisciplinaire de Physique ,FRA,Government
2619,696,Universidad de Cadiz *,ESP,Universities
2620,696,Centre de Recherches et des Technologies des Eaux,TUN,Government
2621,696,Dong-A University,KOR,Universities
2622,696,Minzu University of China,CHN,Universities
2623,696,Fukushima University,JPN,Universities
2624,696,University of Tabriz,IRN,Universities
2625,697,Tzu Chi University,TWN,Universities
2626,697,National Academy of Sciences of Ukraine *,UKR,Government
2627,697,Ruder Boskovic Institute *,HRV,Government
2628,697,The Catholic University of America,USA,Universities
2629,698,Yunnan Normal University,CHN,Universities
2630,698,Procedes et Ingenierie en Mecanique et Materiaux,FRA,Government
2631,698,University of Calicut,IND,Universities
2632,698,National Institute of Technology Warangal,IND,Universities
2633,698,Kitasato University *,JPN,Universities
2634,698,Instituto de Quimica-Fisica Rocasolano,ESP,Government
2635,698,Zelinsky Institute of Organic Chemistry Russian Academy of Sciences,RUS,Government
2636,698,Anhui University of Technology,CHN,Universities
2637,698,Lakehead University,CAN,Universities
2638,698,Universidade Federal de Minas Gerais,BRA,Universities
2639,699,Visvesvaraya Technological University,IND,Universities
2640,699,Programa Iniciativa Cientifica Milenio *,CHL,Government
2641,699,National Agriculture and Food Research Organization,JPN,Government
2642,699,University Hospital in Olomouc,CZE,Health
2643,699,Pontificia Universidad Catolica de Chile *,CHL,Universities
2644,699,"National University of Science and Technology, Islamabad",PAK,Universities
2645,699,University of Wroclaw,POL,Universities
2646,699,Second Clinical Hospital of Jilin University,CHN,Health
2647,699,Jamia Hamdard University,IND,Universities
2648,700,Tri-Service General Hospital,TWN,Health
2649,700,Villanova University,USA,Universities
2650,700,"Mawlana Bhashani University of Science and Technology, Tangail",BGD,Universities
2651,700,National Chung Cheng University,TWN,Universities
2652,700,Taibah University,SAU,Universities
2653,700,"Indian Institute of Technology, Ropar",IND,Universities
2654,700,Luoyang Normal University,CHN,Universities
2655,700,Ecole Nationale Superieure de Chimie de Rennes,FRA,Universities
2656,700,Andalas University,IDN,Universities
2657,701,Sanjay Gandhi Postgraduate Institute of Medical Sciences,IND,Universities
2658,701,Lahore University of Management Sciences,PAK,Universities
2659,701,University of Regina,CAN,Universities
2660,701,Semmelweis University,HUN,Universities
2661,701,Research Institute of Petroleum Processing,CHN,Government
2662,701,Serbian Academy of Sciences and Arts *,SRB,Government
2663,701,University of Miyazaki *,JPN,Universities
2664,702,Suez Canal University *,EGY,Universities
2665,702,Vidyasirimedhi Institute of Science and Technology,THA,Universities
2666,702,Hashemite University,JOR,Universities
2667,702,Yancheng Institute of Technology,CHN,Universities
2668,702,BS Abdur Rahman Crescent Institute of Science and Technology,IND,Universities
2669,702,Korea University of Technology and Education,KOR,Universities
2670,702,Universidad Nacional de Mar del Plata *,ARG,Universities
2671,703,IRCCS San Raffaele Pisana,ITA,Health
2672,703,Sohag University *,EGY,Universities
2673,703,Australian Nuclear Science & Technology Organisation,AUS,Government
2674,703,Kumoh National Institute of Technology,KOR,Universities
2675,704,Instituto Nacional de Pesquisas Espaciais,BRA,Government
2676,704,Institut de Chimie et des Materiaux Paris-Est,FRA,Government
2677,704,Universidade do Algarve,PRT,Universities
2678,704,Marshall University,USA,Universities
2679,704,"Institute of Engineering Thermophysics, Chinese Academy of Sciences",CHN,Government
2680,704,Ecole Nationale des Ponts ParisTech,FRA,Universities
2681,704,Rajshahi University,BGD,Universities
2682,704,Maria Curie Sklodowska University,POL,Universities
2683,704,Rikkyo University,JPN,Universities
2684,704,Huzhou University,CHN,Universities
2685,704,Nara Institute of Science and Technology,JPN,Universities
2686,705,Menoufia University *,EGY,Universities
2687,705,Aksaray University,TUR,Universities
2688,705,"Institut des Materiaux, de Microelectronique et des Nanosciences de Provence",FRA,Government
2689,705,Universidad Nacional de Costa Rica,CRI,Universities
2690,705,Universidade Federal de Alfenas,BRA,Universities
2691,705,University of Szczecin,POL,Universities
2692,705,University of North Dakota,USA,Universities
2693,705,Universitat Hohenheim,DEU,Universities
